,Unnamed: 0,timestamp,unique_id,orig_host,orig_port,resp_host,resp_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,Label
5599,5599,1674144854.348694,C1kBKr2GGYzvRR2xSa,fe80::2a6d:97ff:fe7a:2b2d,134,ff02::1,133,icmp,-,-,-,-,OTH,T,F,0,-,1,104,0,0,-,Mirai_DDoS
5600,5600,1674144854.341818,CroeNd4BZYt9Ux0eXf,192.168.137.141,68,192.168.137.1,67,udp,dhcp,0.083429,0,612,SHR,T,T,0,^d,0,0,2,668,-,Mirai_DDoS
5601,5601,1674144854.442586,C8S4fC1M3EHjJBlsM,::,133,ff02::2,134,icmp,-,-,-,-,OTH,T,F,0,-,1,48,0,0,-,Mirai_DDoS
5602,5602,1674144854.237455,Clx2Lm4AEJiC2ADib,192.168.137.93,68,192.168.137.1,67,udp,dhcp,0.216762,0,612,SHR,T,T,0,^d,0,0,2,668,-,Mirai_DDoS
5603,5603,1674144854.380059,Cdi1bM3D7AQuiW1gRe,fe80::217:88ff:fe60:d64f,143,ff02::16,0,icmp,-,0.190073,40,0,OTH,T,F,0,-,2,152,0,0,-,Mirai_DDoS
5604,5604,1674144854.506553,CC8vds14MccDZY5xxe,192.168.137.248,56547,216.239.35.8,123,udp,ntp,0.304524,48,48,SF,T,F,0,Dd,1,76,1,76,-,Mirai_DDoS
5605,5605,1674144854.358831,CER9mG21eIWAZeECo4,fe80::b223:ff8a:7e94:83cc,143,ff02::16,0,icmp,-,0.456165,200,0,OTH,T,F,0,-,2,312,0,0,-,Mirai_DDoS
5606,5606,1674144854.840882,CyDb4K2EpH6CVp7Fog,::,135,ff02::1:ff64:a75e,136,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,Mirai_DDoS
5607,5607,1674144839.972909,CR45dI1mPzwY5tbMB3,192.168.137.163,8,192.168.137.1,0,icmp,-,14.959179,560,0,OTH,T,T,0,-,10,840,0,0,-,Mirai_DDoS
5608,5608,1674144854.470101,C4Vur2W5vHHvnfrbg,fe80::7751:923:3c0f:1915,143,ff02::16,0,icmp,-,0.609498,120,0,OTH,T,F,0,-,2,232,0,0,-,Mirai_DDoS
5609,5609,1674144855.085561,CGgl5aHkEHhQAZrqg,::,135,ff02::1:ff56:ec18,136,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,Mirai_DDoS
5610,5610,1674144852.573273,CSqLaD43kpmn9gklk,::,135,ff02::1:ff9c:d000,136,icmp,-,2.673404,48,0,OTH,T,F,0,-,2,144,0,0,-,Mirai_DDoS
5611,5611,1674144855.089295,Cdtkub1tQAoAW8Wveh,192.168.137.112,68,192.168.137.1,67,udp,dhcp,0.164389,0,612,SHR,T,T,0,^d,0,0,2,668,-,Mirai_DDoS
5612,5612,1674144855.096206,CPIsCa49yy5nbDpRGj,192.168.137.97,68,192.168.137.1,67,udp,dhcp,0.198705,0,612,SHR,T,T,0,^d,0,0,2,668,-,Mirai_DDoS
5613,5613,1674144855.109939,CdfSbH3KJDHDkzMnAg,192.168.137.117,68,192.168.137.1,67,udp,dhcp,0.191249,0,612,SHR,T,T,0,^d,0,0,2,668,-,Mirai_DDoS
5614,5614,1674144855.325183,CqLvdo1gjDjCubGDr3,::,135,ff02::1:ffb2:670d,136,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,Mirai_DDoS
5615,5615,1674144910.472007,C7ZUoH37rkoCYCLgG3,192.168.137.190,58848,52.11.155.34,21,tcp,-,3.003251,0,0,S0,T,F,0,S,3,180,0,0,-,Mirai_DDoS
5616,5616,1674144895.496215,CeKLCzwTNUK3v7YJ8,192.168.137.254,4874,192.168.137.1,53,udp,dns,6.005639,94,222,SF,T,T,0,Dd,2,150,2,278,-,Mirai_DDoS
5617,5617,1674144905.51568,Cp9NlS24OO2ZFH8BT,192.168.137.248,59574,8.8.8.8,53,udp,dns,-,-,-,S0,T,F,0,D,1,75,0,0,-,Mirai_DDoS
5618,5618,1674144905.515692,C0KgZc25FzJa1DUD6j,192.168.137.248,55195,8.8.8.8,53,udp,dns,0.317980,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5619,5619,1674144905.515693,CbY6VP1AKlIaHcAPm8,192.168.137.248,49953,192.168.137.1,53,udp,dns,0.356449,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5620,5620,1674144886.009585,Cmuv9U3paMmRJ0riu4,192.168.137.109,40347,100.20.212.253,8886,tcp,ssl,26.963699,75,124,RSTO,T,F,0,ShADTRRadR,18,890,11,596,-,Mirai_DDoS
5621,5621,1674144855.587342,CP19t14oAYvRQlqxp3,fe80::2a6d:97ff:fe7a:2b2d,136,ff02::1,135,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,Mirai_DDoS
5622,5622,1674144855.605741,CzxZpYnoz1Wtc04N1,fe80::cef4:11ff:fe9c:d000,10101,ff05::c0c,10101,udp,-,-,-,-,S0,T,F,0,D,1,93,0,0,-,Mirai_DDoS
5623,5623,1674144855.605746,CqEV3y4O6DQNZjvkPl,fe80::cef4:11ff:fe9c:d000,10101,ff02::c:c,10101,udp,-,-,-,-,S0,T,F,0,D,1,93,0,0,-,Mirai_DDoS
5624,5624,1674144905.655359,Cg3asj1kGdHZcebWL2,192.168.137.248,55589,192.168.137.1,53,udp,dns,0.260400,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5625,5625,1674144905.725592,CBd8AZ1xWMGSDhmjv,192.168.137.248,44729,8.8.8.8,53,udp,dns,0.297732,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5626,5626,1674144883.450957,CiDbvCUimuqm9pNib,192.168.137.97,35942,54.188.99.4,8886,tcp,ssl,29.364664,218,312,RSTO,T,F,0,ShADadTtR,19,1061,14,1048,-,Mirai_DDoS
5627,5627,1674144896.260242,CLhSNQQsPHrQggJ34,192.168.137.68,58236,192.168.137.1,53,udp,dns,5.273057,228,228,SF,T,T,0,Dd,4,340,4,340,-,Mirai_DDoS
5628,5628,1674144911.29004,C0MxMy4IBhW6YAA3s8,192.168.137.129,61445,3.91.171.244,443,tcp,-,-,-,-,SH,T,F,0,F,1,569,0,0,-,Mirai_DDoS
5629,5629,1674144853.560645,CHyzhb1o7EmG9yGC9d,fe80::cef4:11ff:fe9c:d000,143,ff02::16,0,icmp,-,2.759981,680,0,OTH,T,F,0,-,6,1016,0,0,-,Mirai_DDoS
5630,5630,1674144901.394154,CdkAbK3DhDZ26WqQI5,192.168.137.162,44408,192.168.137.248,8009,tcp,ssl,8.083093,517,1208,RSTO,T,T,0,ShADFadR,9,981,7,1612,-,Mirai_DDoS
5631,5631,1674144854.432353,CwinA03hrrhNCJFaU8,fe80::7751:923:3c0f:1915,136,ff02::1,135,icmp,-,2.126167,72,0,OTH,T,F,0,-,3,216,0,0,-,Mirai_DDoS
5632,5632,1674144906.657865,CtenuX3bUVUJwE2ok4,192.168.137.248,38632,8.8.8.8,53,udp,dns,0.310615,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5633,5633,1674144906.729497,CpCgMg1JVhnnlj7AC4,192.168.137.248,46511,192.168.137.1,53,udp,dns,0.308895,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5634,5634,1674144856.65257,CTdJMv1p4dIQph9kHc,192.168.137.254,48135,34.239.12.200,123,udp,ntp,0.285316,48,48,SF,T,F,0,Dd,1,76,1,76,-,Mirai_DDoS
5635,5635,1674144762.04553,Crl63r31c7QrvNk3Cd,192.168.137.129,54862,44.199.80.228,443,tcp,ssl,149.972608,517,2896,RSTO,T,F,0,ShADadtFR,9,1069,13,7972,-,Mirai_DDoS
5636,5636,1674144854.01172,CuGx132KFZsJd9flNe,192.168.137.1,58114,239.255.255.250,1900,udp,-,3.014602,700,0,S0,T,F,0,D,4,812,0,0,-,Mirai_DDoS
5637,5637,1674144854.44381,CpRHOz44oGj2JEpLnc,::,135,ff02::1:ff7a:2b2d,136,icmp,-,2.964165,384,0,OTH,T,F,0,-,17,1200,0,0,-,Mirai_DDoS
5638,5638,1674144906.287549,C4m8Fd1Mj9ZZnV8oh8,192.168.137.254,47814,44.197.91.217,443,tcp,-,6.559458,0,0,RSTO,T,F,0,ShR,5,240,3,180,-,Mirai_DDoS
5639,5639,1674144907.645755,CAWEcU3u6t8nlLhcrj,192.168.137.248,42649,192.168.137.1,53,udp,dns,0.333072,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5640,5640,1674144907.647291,C7sD2J2FRjFALuQc68,192.168.137.254,62624,8.8.8.8,53,udp,dns,0.310802,42,170,SF,T,F,0,Dd,1,70,1,198,-,Mirai_DDoS
5641,5641,1674144909.071274,CHBI04dYM2kJ2XBYe,192.168.137.254,50446,52.45.116.129,443,tcp,-,4.564231,0,0,RSTO,T,F,0,ShR,5,240,3,180,-,Mirai_DDoS
5642,5642,1674144910.720759,CoiGqIhvRz3KrHFZ7,192.168.137.254,49874,18.204.112.127,443,tcp,-,2.301099,0,0,RSTO,T,F,0,ShR,3,140,2,120,-,Mirai_DDoS
5643,5643,1674144911.294147,Ccw3iN2BFtYJ1wvOxj,192.168.137.254,39500,34.230.170.237,443,tcp,-,1.727716,0,0,RSTO,T,F,0,ShR,3,140,2,120,-,Mirai_DDoS
5644,5644,1674144894.463043,CDylrl2vVAb025ttY3,192.168.137.185,51908,47.88.56.147,50920,tcp,-,18.555988,0,0,RSTO,T,F,0,ShR,10,480,6,288,-,Mirai_DDoS
5645,5645,1674144886.229932,CwTDsT2lyFPcRfOva1,192.168.137.117,7165,44.235.194.199,8886,tcp,ssl,27.645000,352,312,RSTO,T,F,0,ShADadTtR,20,1235,16,1280,-,Mirai_DDoS
5646,5646,1674144909.919795,CCAq5T2tTV2B1i96Q3,192.168.137.254,49360,35.170.170.204,80,tcp,http,3.715712,165,138,SF,T,F,0,ShADadfF,9,657,7,526,-,Mirai_DDoS
5647,5647,1674144908.69032,CHQKAX2LLcJ8gVdZ9a,192.168.137.248,52841,8.8.8.8,53,udp,dns,0.307776,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5648,5648,1674144908.728236,CGA5H33mb2LarE6lyd,192.168.137.248,54163,8.8.8.8,53,udp,dns,-,-,-,S0,T,F,0,D,1,75,0,0,-,Mirai_DDoS
5649,5649,1674144856.14949,CFtpWL1lvE71ErR8oc,192.168.137.44,68,192.168.137.1,67,udp,dhcp,2.980557,0,918,SHR,T,T,0,^d,0,0,3,1002,-,Mirai_DDoS
5650,5650,1674144586.31285,CtMFa5t61wMELG1N,192.168.137.186,50444,54.210.235.8,443,tcp,-,33.325169,0,0,S1,T,F,0,Sh,5,240,8,384,-,Mirai_DDoS
5651,5651,1674144909.753719,CEpNCUX22Spwteh,192.168.137.248,51399,192.168.137.1,53,udp,dns,0.290562,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5652,5652,1674144909.753722,Cb0crD310451C7FQz,192.168.137.248,40162,192.168.137.1,53,udp,dns,0.339879,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5653,5653,1674144497.786485,CfmqNpExKC6de28S2,192.168.137.237,52327,35.167.245.64,8883,tcp,ssl,122.049216,1910,3348,SF,T,F,2743,SADhadcgtTFf,19,3000,27,2394,-,Mirai_DDoS
5654,5654,1674144859.873691,C5eXQX2EjnqMIUD3k8,192.168.137.205,32793,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
5655,5655,1674144854.474897,C5Q3sXMmYB59Tx0n8,fe80::72ee:50ff:fe68:e32,143,ff02::16,0,icmp,-,5.733816,40,0,OTH,T,F,0,-,2,152,0,0,-,Mirai_DDoS
5656,5656,1674144886.316331,CG8LAt2viwxpfh8ACf,192.168.137.44,22817,54.188.99.4,8886,tcp,ssl,30.033529,368,312,RSTO,T,F,0,ShADadTtR,21,1352,17,1320,-,Mirai_DDoS
5657,5657,1674144910.347744,CWjIl83bQN4ScFGk4b,192.168.137.190,45769,192.168.137.1,53,udp,dns,0.285747,44,152,SF,T,T,0,Dd,1,72,1,180,-,Mirai_DDoS
5658,5658,1674144910.390677,CkvnqAEf72jsqiaye,192.168.137.190,27666,192.168.137.1,53,udp,dns,0.285639,44,108,SF,T,T,0,Dd,1,72,1,136,-,Mirai_DDoS
5659,5659,1674144861.950563,Chepd42pbuA01jEhK1,192.168.137.112,54715,35.161.249.48,20443,tcp,-,53.758034,0,0,RSTO,T,F,0,ShR,18,756,9,396,-,Mirai_DDoS
5660,5660,1674144885.923248,CA43qM27eEK9QhRvRg,192.168.137.112,54716,50.112.158.143,20443,tcp,-,30.163536,0,0,RSTO,T,F,0,ShR,16,676,9,396,-,Mirai_DDoS
5661,5661,1674144910.71623,C5YMxM2qgljEl5Y0b3,192.168.137.248,40782,8.8.8.8,53,udp,dns,0.285762,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5662,5662,1674144910.815079,CSz6XV217uSR7CZfh7,192.168.137.205,53069,192.168.137.1,53,udp,dns,0.248046,36,52,SF,T,T,0,Dd,1,64,1,80,-,Mirai_DDoS
5663,5663,1674144910.954732,CVUMRP2qoJFeCX31y2,192.168.137.248,55942,8.8.8.8,53,udp,dns,0.285065,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5664,5664,1674144911.264768,CrQs644zdtZlzmEqki,192.168.137.191,49462,192.168.137.1,53,udp,dns,0.247945,46,142,SF,T,T,0,Dd,1,74,1,170,-,Mirai_DDoS
5665,5665,1674144854.724291,C3HrLt3VjobIm3ig,192.168.137.38,1900,192.168.137.1,58114,udp,-,6.823068,7128,0,S0,T,T,0,D,24,7800,0,0,-,Mirai_DDoS
5666,5666,1674144605.845276,CtouvefYnUrNt2Aq5,192.168.137.112,54705,35.161.249.48,20443,tcp,-,15.804322,0,0,S1,T,F,0,Sh,9,396,9,396,-,Mirai_DDoS
5667,5667,1674144911.656518,CT3dkI3cQvXIuyaeL2,192.168.137.248,38281,192.168.137.1,53,udp,dns,0.278936,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5668,5668,1674144911.746815,CGMeb74oulDELZjDQ9,192.168.137.248,56440,192.168.137.1,53,udp,dns,0.247869,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
5669,5669,1674144860.208686,Cu0A0f0CmvXDRaGua,192.168.137.58,47408,51.145.143.28,443,tcp,ssl,56.564558,145042,6269,SF,T,F,55040,ShADacdgtCGTGCFf,85,102306,76,6216,-,Mirai_DDoS
5670,5670,1674144559.631195,Cq74t843HXObmK06v9,192.168.137.98,49610,54.148.153.241,8886,tcp,-,62.825558,0,0,S1,T,F,0,Sh,7,308,16,704,-,Mirai_DDoS
5671,5671,1674144917.484873,Ci8oXw3DriYiPCN6s1,192.168.137.190,58848,52.11.155.34,21,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,Mirai_DDoS
5672,5672,1674144614.995196,CGmS3L2TC7Ky6bS2T7,192.168.137.181,49597,34.211.189.2,8886,tcp,-,7.593544,0,0,S1,T,F,0,Sh,1,44,4,176,-,Mirai_DDoS
5673,5673,1674144912.664388,CBkwgw3SJDTQh5CxT1,192.168.137.248,40354,8.8.8.8,53,udp,dns,0.285185,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5674,5674,1674144912.733862,CJ78U01H9SlELB1Rf5,192.168.137.248,49642,8.8.8.8,53,udp,dns,0.285592,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
5675,5675,1674144912.825146,CYwMfAOBDuvst7huc,192.168.137.109,10377,192.168.137.1,53,udp,dns,0.637810,62,158,SF,T,T,0,Dd,2,118,2,214,-,Mirai_DDoS
5676,5676,1674144912.869889,CMKvgB4isW5bkeCK7j,192.168.137.205,38372,192.168.137.1,53,udp,dns,0.247611,35,51,SF,T,T,0,Dd,1,63,1,79,-,Mirai_DDoS
5677,5677,1674144912.968642,CXqYvM3qew2uOk4eQ6,192.168.137.191,36936,192.168.137.1,53,udp,dns,0.247365,46,142,SF,T,T,0,Dd,1,74,1,170,-,Mirai_DDoS
5678,5678,1674144913.050041,COt5Nd1uUQmCIK2Ak7,192.168.137.68,57191,192.168.137.1,53,udp,dns,0.279503,57,105,SF,T,T,0,Dd,1,85,1,133,-,Mirai_DDoS
5679,5679,1674144903.166032,CXISGT1HGlHABAruzl,192.168.137.17,50760,192.168.137.1,53,udp,dns,5.292915,228,228,SF,T,T,0,Dd,4,340,4,340,-,Mirai_DDoS
5680,5680,1674144903.434466,CeUNMd1A199uMHvmmb,192.168.137.112,7339,192.168.137.1,53,udp,dns,3.785372,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
5681,5681,1674144590.022978,CsGJfP1380ROnoFQ06,192.168.137.186,50445,54.210.235.8,443,tcp,-,33.710938,0,0,S1,T,F,0,Sh,5,240,9,432,-,Mirai_DDoS
5682,5682,1674144591.983373,C91vP64Yc7eU9APMff,192.168.137.174,44316,3.217.147.217,443,tcp,-,31.759929,0,0,S1,T,F,0,Sh,4,240,7,420,-,Mirai_DDoS
5683,5683,1674144913.913683,CYq1Yo2COZ5tHbAl16,192.168.137.254,50419,192.168.137.1,53,udp,dns,0.278739,35,51,SF,T,T,0,Dd,1,63,1,79,-,Mirai_DDoS
5684,5684,1674144855.548837,CI1tLE1iM8Awny6Hc2,192.168.137.254,8,192.168.137.1,0,icmp,-,8.433341,560,0,OTH,T,T,0,-,10,840,0,0,-,Mirai_DDoS
5685,5685,1674144623.308807,Cn0qqd2xOVZRFGyoa3,192.168.137.42,36388,47.254.14.172,443,tcp,ssl,295.891693,83,4912,RSTR,T,F,0,ShADadTtFr,10,619,14,6964,-,Mirai_DDoS
5686,5686,1674144919.281659,CvqmDRWIt9jbAUUrb,192.168.137.248,56518,142.251.16.188,443,tcp,-,0.004561,0,474,OTH,T,F,0,^dR,1,40,1,526,-,Mirai_DDoS
5687,5687,1674144665.963113,CZ1Rhb1qTjg5D8elQc,34.213.103.51,8886,192.168.137.22,49616,tcp,-,253.429498,69,0,RSTRH,F,T,0,DTr,9,981,1,40,-,Mirai_DDoS
5688,5688,1674144914.594454,CJdaHs1G8F4gFBQMP8,192.168.137.129,62621,192.168.137.1,53,udp,dns,0.279239,42,152,SF,T,T,0,Dd,1,70,1,180,-,Mirai_DDoS
5689,5689,1674144904.856627,C5eDi13kCtiFhtjrIk,192.168.137.254,42834,108.138.125.198,80,tcp,http,14.776408,179,493,SF,T,F,494,ShADTgFadf,10,902,8,941,-,Mirai_DDoS
5690,5690,1674144914.648401,CYV1Cd4CIJOYkaf988,192.168.137.129,61188,192.168.137.1,53,udp,dns,0.303980,42,210,SF,T,T,0,Dd,1,70,1,238,-,Mirai_DDoS
5691,5691,1674144914.679851,CEl8Vm263TmgiBaT4a,192.168.137.129,56663,192.168.137.1,53,udp,dns,0.280194,44,305,SF,T,T,0,Dd,1,72,1,333,-,Mirai_DDoS
5692,5692,1674144914.679854,CtYdqh29kgciwizkj5,192.168.137.129,49594,192.168.137.1,53,udp,dns,0.283034,44,308,SF,T,T,0,Dd,1,72,1,336,-,Mirai_DDoS
5693,5693,1674144914.679855,CGHc8d3UkEkNQNrmdb,192.168.137.129,58241,192.168.137.1,53,udp,dns,0.284318,50,109,SF,T,T,0,Dd,1,78,1,137,-,Mirai_DDoS
5694,5694,1674144914.679857,C53Tc02UX2FoRMyvW8,192.168.137.129,63049,192.168.137.1,53,udp,dns,0.285025,62,110,SF,T,T,0,Dd,1,90,1,138,-,Mirai_DDoS
5695,5695,1674144914.679858,CLahoo43Mapvl1c355,192.168.137.129,61984,192.168.137.1,53,udp,dns,0.286118,42,170,SF,T,T,0,Dd,1,70,1,198,-,Mirai_DDoS
5696,5696,1674144858.175243,CLjLKBJzv08LNDy42,192.168.137.171,8,192.168.137.123,0,icmp,-,6.538508,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5697,5697,1674144915.893984,C3QMwh32dPDzPQ8eyi,192.168.137.254,48290,52.94.237.71,443,tcp,ssl,3.830271,1223,6275,SF,T,F,4765,ShADTacdtgFf,21,2745,14,4439,-,Mirai_DDoS
5698,5698,1674144904.776014,CFCjl21VtZuPXUK4R5,192.168.137.129,62149,192.168.137.1,53,udp,dns,6.840338,172,788,SF,T,T,0,Dd,4,284,4,900,-,Mirai_DDoS
5699,5699,1674144904.776017,C2KXNL2zfYdVQesMch,192.168.137.129,53667,192.168.137.1,53,udp,dns,6.841621,172,728,SF,T,T,0,Dd,4,284,4,840,-,Mirai_DDoS
5700,5700,1674144904.856648,CjeRGD3WNkmC4zGaC3,192.168.137.254,47085,192.168.137.1,53,udp,dns,5.408457,84,340,SF,T,T,0,Dd,2,140,2,396,-,Mirai_DDoS
5701,5701,1674144858.250996,C1gMdc2RZpgGmGnV9j,192.168.137.171,8,192.168.137.64,0,icmp,-,6.775973,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5702,5702,1674144858.247856,Ca7n801UvQWUuIwWlf,192.168.137.171,8,192.168.137.172,0,icmp,-,6.781267,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5703,5703,1674144915.055154,CDqyHq3Z7BXwHOkuD9,192.168.137.248,44113,8.8.8.8,53,udp,dns,0.300277,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
5704,5704,1674144915.078753,C3QCGW1uztDTiYigWl,192.168.137.129,58009,192.168.137.1,53,udp,dns,0.279486,44,117,SF,T,T,0,Dd,1,72,1,145,-,Mirai_DDoS
5705,5705,1674144909.919797,Cc0QoY2g7tuq2Wxz28,192.168.137.112,54717,35.161.249.48,20443,tcp,ssl,10.210121,387,783,SF,T,F,655,ShADadgFf,14,963,11,1239,-,Mirai_DDoS
5706,5706,1674144919.510564,CycZtr1SK0oh6cXXzj,192.168.137.254,44358,18.161.30.84,80,tcp,http,0.678564,179,492,SF,T,F,0,ShADadfF,5,447,5,760,-,Mirai_DDoS
5707,5707,1674144915.323232,CHJFd64uao2WvEBHK6,192.168.137.129,65195,192.168.137.1,53,udp,dns,0.248011,44,172,SF,T,T,0,Dd,1,72,1,200,-,Mirai_DDoS
5708,5708,1674144915.678304,Cwet6U1eId1sVp2BBh,192.168.137.248,5353,224.0.0.251,5353,udp,dns,0.009959,764,0,S0,T,F,0,D,7,960,0,0,-,Mirai_DDoS
5709,5709,1674144915.678314,CU83UA353PMfBOiKH,fe80::cef4:11ff:fe9c:d000,5353,ff02::fb,5353,udp,dns,0.009959,788,0,S0,T,F,0,D,7,1124,0,0,-,Mirai_DDoS
5710,5710,1674144919.429126,CLqJPe14MRw2CuaH04,192.168.137.254,48402,52.94.237.71,443,tcp,ssl,1.285279,1768,6488,SF,T,F,3517,SADhadcgtTFfr,17,2606,16,6129,-,Mirai_DDoS
5711,5711,1674144915.728112,Cpb8i93ENuTR1HFft9,192.168.137.184,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,315,0,0,-,Mirai_DDoS
5712,5712,1674144915.728124,C7qGzo1RZOt9JoOXn6,fe80::8e85:80ff:fe6c:b647,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,335,0,0,-,Mirai_DDoS
5713,5713,1674144915.767017,CzZ00M2f8GT7i4WIWb,192.168.137.38,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,289,0,0,-,Mirai_DDoS
5714,5714,1674144915.767261,C4Q6B2SuLhTKlrBG1,fe80::217:88ff:fe60:d64f,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,309,0,0,-,Mirai_DDoS
5715,5715,1674144915.783546,Cd0ZBW2czbrdbsRuXh,fe80::3e37:86ff:fe6f:b951,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,276,0,0,-,Mirai_DDoS
5716,5716,1674144915.78748,CEmzYD2gsidfgYWLzh,192.168.137.103,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,228,0,0,-,Mirai_DDoS
5717,5717,1674144858.541322,C5PY7c4oBjYzHv7uf6,192.168.137.171,8,192.168.137.248,0,icmp,-,7.283119,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5718,5718,1674144858.568397,CGH5eJBEjZeSjxYX7,192.168.137.171,8,192.168.137.66,0,icmp,-,7.256048,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5719,5719,1674144915.872957,C7JjKq1fehwWlev6Y3,192.168.137.224,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,267,0,0,-,Mirai_DDoS
5720,5720,1674144915.879161,CnYD024zl9UDbt2zZe,fe80::d273:d5ff:fe35:fbc8,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,287,0,0,-,Mirai_DDoS
5721,5721,1674144858.63613,CAEKbj2toNdIwXcD4l,192.168.137.171,8,192.168.137.61,0,icmp,-,7.311293,280,280,OTH,T,T,0,-,5,420,5,420,-,Mirai_DDoS
5722,5722,1674144915.95385,CP9mM14tzHbuY6UkH3,192.168.137.186,48710,192.168.137.1,53,udp,dns,0.279408,48,96,SF,T,T,0,Dd,1,76,1,124,-,Mirai_DDoS
5723,5723,1674144922.787362,Cw3czT2bCf5kEVemHg,192.168.137.163,40952,120.76.210.199,80,tcp,-,1.566179,0,0,RSTO,T,F,0,SRh,3,160,1,60,-,Mirai_DDoS
5724,5724,1674144916.027513,CNZZ5513NwZhsXkHO5,192.168.137.58,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,391,0,0,-,Mirai_DDoS
5725,5725,1674144916.027525,ChRzVxDE73rIBFLv3,fe80::72ee:50ff:fe68:e32,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,411,0,0,-,Mirai_DDoS
5726,5726,1674144916.047236,C1gLR92hfo6wIidmt9,192.168.137.248,47150,192.168.137.1,53,udp,dns,0.279162,37,77,SF,T,T,0,Dd,1,65,1,105,-,Mirai_DDoS
5727,5727,1674144865.740926,CF0A5YFZwKC3sKjG4,192.168.137.205,28527,3.221.182.58,32100,udp,-,0.315093,4,20,SF,T,F,0,Dd,1,32,1,48,-,Mirai_DDoS
5728,5728,1674144865.740925,CsyZ9B4kkswiSntYy2,192.168.137.205,28527,18.182.200.45,32100,udp,-,0.450293,4,20,SF,T,F,0,Dd,1,32,1,48,-,Mirai_DDoS
5729,5729,1674144865.740922,CNXsX93awhHVYTJnjj,192.168.137.205,28527,47.112.162.49,32100,udp,-,0.581118,4,20,SF,T,F,0,Dd,1,32,1,48,-,Mirai_DDoS
5730,5730,1674144855.935467,CJ8K021A8LseVtwWA1,192.168.137.17,50594,35.173.146.140,443,tcp,ssl,65.672254,1482,2090,SF,T,F,1577,ShADadcgFfR,23,2702,22,1745,-,Mirai_DDoS
5731,5731,1674144867.137483,CkWLuq4KG0qDECry3i,192.168.137.205,53183,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
5732,5732,1674144917.392383,CF1e9d2fHTfKm6t2wf,192.168.137.129,51376,192.168.137.1,53,udp,dns,0.285535,58,184,SF,T,T,0,Dd,1,86,1,212,-,Mirai_DDoS
5733,5733,1674144916.650621,CcDKqLcmCFxgRF162,192.168.137.186,50465,44.199.52.214,443,tcp,ssl,5.906923,1734,5165,SF,T,F,1747,ShADTadgcFRRRf,23,4115,22,4322,-,Mirai_DDoS
